"Año","Comunidad autónoma","Provincia","Origen de la denuncia","Número de denuncias por violencia de género"
"Año 2013","Cataluña","Girona","Presentada directamente por victima","109.0"
"Año 2013","Cataluña","Girona","Presentada directamente por familiares","1.0"
"Año 2013","Cataluña","Girona","Atestados policiales - con denuncia victima","1500.0"
"Año 2013","Cataluña","Girona","Atestados policiales - con denuncia familiar","6.0"
"Año 2013","Cataluña","Girona","Atestados policiales - por intervención directa policial","163.0"
"Año 2013","Cataluña","Girona","Parte de lesiones","103.0"
"Año 2013","Cataluña","Girona","Servicios asistencia-Terceros  en general","1.0"
"Año 2013","Cataluña","Lleida","Presentada directamente por victima","49.0"
"Año 2013","Cataluña","Lleida","Presentada directamente por familiares","2.0"
"Año 2013","Cataluña","Lleida","Atestados policiales - con denuncia victima","610.0"
"Año 2013","Cataluña","Lleida","Atestados policiales - con denuncia familiar","17.0"
"Año 2013","Cataluña","Lleida","Atestados policiales - por intervención directa policial","190.0"
"Año 2013","Cataluña","Lleida","Parte de lesiones","23.0"
"Año 2013","Cataluña","Lleida","Servicios asistencia-Terceros  en general","5.0"
"Año 2013","Cataluña","Tarragona","Presentada directamente por victima","66.0"
"Año 2013","Cataluña","Tarragona","Presentada directamente por familiares","2.0"
"Año 2013","Cataluña","Tarragona","Atestados policiales - con denuncia victima","1636.0"
"Año 2013","Cataluña","Tarragona","Atestados policiales - con denuncia familiar","13.0"
"Año 2013","Cataluña","Tarragona","Atestados policiales - por intervención directa policial","286.0"
"Año 2013","Cataluña","Tarragona","Parte de lesiones","258.0"
"Año 2013","Cataluña","Tarragona","Servicios asistencia-Terceros  en general","11.0"
"Año 2013","Comunidad Valenciana","Alicante","Presentada directamente por victima","342.0"
"Año 2013","Comunidad Valenciana","Alicante","Presentada directamente por familiares","16.0"
"Año 2013","Comunidad Valenciana","Alicante","Atestados policiales - con denuncia victima","3675.0"
"Año 2013","Comunidad Valenciana","Alicante","Atestados policiales - con denuncia familiar","159.0"
"Año 2013","Comunidad Valenciana","Alicante","Atestados policiales - por intervención directa policial","1225.0"
"Año 2013","Comunidad Valenciana","Alicante","Parte de lesiones","1016.0"
"Año 2013","Comunidad Valenciana","Alicante","Servicios asistencia-Terceros  en general","67.0"
"Año 2013","Comunidad Valenciana","Castellón","Presentada directamente por victima","37.0"
"Año 2013","Comunidad Valenciana","Castellón","Presentada directamente por familiares","0.0"
"Año 2013","Comunidad Valenciana","Castellón","Atestados policiales - con denuncia victima","918.0"
"Año 2013","Comunidad Valenciana","Castellón","Atestados policiales - con denuncia familiar","15.0"
"Año 2013","Comunidad Valenciana","Castellón","Atestados policiales - por intervención directa policial","341.0"
"Año 2013","Comunidad Valenciana","Castellón","Parte de lesiones","327.0"
"Año 2013","Comunidad Valenciana","Castellón","Servicios asistencia-Terceros  en general","12.0"
"Año 2013","Comunidad Valenciana","Valencia","Presentada directamente por victima","622.0"
"Año 2013","Comunidad Valenciana","Valencia","Presentada directamente por familiares","6.0"
"Año 2013","Comunidad Valenciana","Valencia","Atestados policiales - con denuncia victima","3907.0"
"Año 2013","Comunidad Valenciana","Valencia","Atestados policiales - con denuncia familiar","89.0"
"Año 2013","Comunidad Valenciana","Valencia","Atestados policiales - por intervención directa policial","2442.0"
"Año 2013","Comunidad Valenciana","Valencia","Parte de lesiones","1551.0"
"Año 2013","Comunidad Valenciana","Valencia","Servicios asistencia-Terceros  en general","303.0"
"Año 2013","Extremadura","Badajoz","Presentada directamente por victima","89.0"
"Año 2013","Extremadura","Badajoz","Presentada directamente por familiares","1.0"
"Año 2013","Extremadura","Badajoz","Atestados policiales - con denuncia victima","849.0"
"Año 2013","Extremadura","Badajoz","Atestados policiales - con denuncia familiar","4.0"
"Año 2013","Extremadura","Badajoz","Atestados policiales - por intervención directa policial","94.0"
"Año 2013","Extremadura","Badajoz","Parte de lesiones","32.0"
"Año 2013","Extremadura","Badajoz","Servicios asistencia-Terceros  en general","218.0"
"Año 2013","Extremadura","Cáceres","Presentada directamente por victima","82.0"
"Año 2013","Extremadura","Cáceres","Presentada directamente por familiares","5.0"
"Año 2013","Extremadura","Cáceres","Atestados policiales - con denuncia victima","419.0"
"Año 2013","Extremadura","Cáceres","Atestados policiales - con denuncia familiar","2.0"
"Año 2013","Extremadura","Cáceres","Atestados policiales - por intervención directa policial","71.0"
"Año 2013","Extremadura","Cáceres","Parte de lesiones","68.0"
"Año 2013","Extremadura","Cáceres","Servicios asistencia-Terceros  en general","0.0"
"Año 2013","Galicia","A Coruña","Presentada directamente por victima","108.0"
"Año 2013","Galicia","A Coruña","Presentada directamente por familiares","4.0"
"Año 2013","Galicia","A Coruña","Atestados policiales - con denuncia victima","1224.0"
"Año 2013","Galicia","A Coruña","Atestados policiales - con denuncia familiar","46.0"
"Año 2013","Galicia","A Coruña","Atestados policiales - por intervención directa policial","156.0"
"Año 2013","Galicia","A Coruña","Parte de lesiones","229.0"
"Año 2013","Galicia","A Coruña","Servicios asistencia-Terceros  en general","5.0"
"Año 2013","Galicia","Lugo","Presentada directamente por victima","283.0"
"Año 2013","Galicia","Lugo","Presentada directamente por familiares","0.0"
"Año 2013","Galicia","Lugo","Atestados policiales - con denuncia victima","190.0"
"Año 2013","Galicia","Lugo","Atestados policiales - con denuncia familiar","4.0"
"Año 2013","Galicia","Lugo","Atestados policiales - por intervención directa policial","43.0"
"Año 2013","Galicia","Lugo","Parte de lesiones","11.0"
"Año 2013","Galicia","Lugo","Servicios asistencia-Terceros  en general","1.0"
"Año 2013","Galicia","Ourense","Presentada directamente por victima","294.0"
"Año 2013","Galicia","Ourense","Presentada directamente por familiares","0.0"
"Año 2013","Galicia","Ourense","Atestados policiales - con denuncia victima","154.0"
"Año 2013","Galicia","Ourense","Atestados policiales - con denuncia familiar","3.0"
"Año 2013","Galicia","Ourense","Atestados policiales - por intervención directa policial","15.0"
"Año 2013","Galicia","Ourense","Parte de lesiones","27.0"
"Año 2013","Galicia","Ourense","Servicios asistencia-Terceros  en general","1.0"
"Año 2013","Galicia","Pontevedra","Presentada directamente por victima","543.0"
"Año 2013","Galicia","Pontevedra","Presentada directamente por familiares","1.0"
"Año 2013","Galicia","Pontevedra","Atestados policiales - con denuncia victima","1403.0"
"Año 2013","Galicia","Pontevedra","Atestados policiales - con denuncia familiar","22.0"
"Año 2013","Galicia","Pontevedra","Atestados policiales - por intervención directa policial","17.0"
"Año 2013","Galicia","Pontevedra","Parte de lesiones","307.0"
"Año 2013","Galicia","Pontevedra","Servicios asistencia-Terceros  en general","83.0"
"Año 2013","Comunidad de Madrid","Madrid","Presentada directamente por victima","2404.0"
"Año 2013","Comunidad de Madrid","Madrid","Presentada directamente por familiares","137.0"
"Año 2013","Comunidad de Madrid","Madrid","Atestados policiales - con denuncia victima","11685.0"
"Año 2013","Comunidad de Madrid","Madrid","Atestados policiales - con denuncia familiar","118.0"
"Año 2013","Comunidad de Madrid","Madrid","Atestados policiales - por intervención directa policial","3561.0"
"Año 2013","Comunidad de Madrid","Madrid","Parte de lesiones","1221.0"
"Año 2013","Comunidad de Madrid","Madrid","Servicios asistencia-Terceros  en general","380.0"
"Año 2013","Región de Murcia","Murcia","Presentada directamente por victima","122.0"
"Año 2013","Región de Murcia","Murcia","Presentada directamente por familiares","2.0"
"Año 2013","Región de Murcia","Murcia","Atestados policiales - con denuncia victima","3134.0"
"Año 2013","Región de Murcia","Murcia","Atestados policiales - con denuncia familiar","36.0"
"Año 2013","Región de Murcia","Murcia","Atestados policiales - por intervención directa policial","644.0"
"Año 2013","Región de Murcia","Murcia","Parte de lesiones","712.0"
"Año 2013","Región de Murcia","Murcia","Servicios asistencia-Terceros  en general","6.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Presentada directamente por victima","169.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Presentada directamente por familiares","0.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Atestados policiales - con denuncia victima","775.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Atestados policiales - con denuncia familiar","44.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Atestados policiales - por intervención directa policial","75.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Parte de lesiones","145.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Servicios asistencia-Terceros  en general","11.0"
"Año 2013","País Vasco","Álava","Presentada directamente por victima","26.0"
"Año 2013","País Vasco","Álava","Presentada directamente por familiares","1.0"
"Año 2013","País Vasco","Álava","Atestados policiales - con denuncia victima","426.0"
"Año 2013","País Vasco","Álava","Atestados policiales - con denuncia familiar","6.0"
"Año 2013","País Vasco","Álava","Atestados policiales - por intervención directa policial","261.0"
"Año 2013","País Vasco","Álava","Parte de lesiones","17.0"
"Año 2013","País Vasco","Álava","Servicios asistencia-Terceros  en general","14.0"
"Año 2013","País Vasco","Guipúzcoa","Presentada directamente por victima","45.0"
"Año 2013","País Vasco","Guipúzcoa","Presentada directamente por familiares","2.0"
"Año 2013","País Vasco","Guipúzcoa","Atestados policiales - con denuncia victima","579.0"
"Año 2013","País Vasco","Guipúzcoa","Atestados policiales - con denuncia familiar","19.0"
"Año 2013","País Vasco","Guipúzcoa","Atestados policiales - por intervención directa policial","256.0"
"Año 2013","País Vasco","Guipúzcoa","Parte de lesiones","48.0"
"Año 2013","País Vasco","Guipúzcoa","Servicios asistencia-Terceros  en general","15.0"
"Año 2013","País Vasco","Vizcaya","Presentada directamente por victima","169.0"
"Año 2013","País Vasco","Vizcaya","Presentada directamente por familiares","7.0"
"Año 2013","País Vasco","Vizcaya","Atestados policiales - con denuncia victima","1303.0"
"Año 2013","País Vasco","Vizcaya","Atestados policiales - con denuncia familiar","23.0"
"Año 2013","País Vasco","Vizcaya","Atestados policiales - por intervención directa policial","568.0"
"Año 2013","País Vasco","Vizcaya","Parte de lesiones","125.0"
"Año 2013","País Vasco","Vizcaya","Servicios asistencia-Terceros  en general","27.0"
"Año 2013","La Rioja","La Rioja","Presentada directamente por victima","42.0"
"Año 2013","La Rioja","La Rioja","Presentada directamente por familiares","0.0"
"Año 2013","La Rioja","La Rioja","Atestados policiales - con denuncia victima","371.0"
"Año 2013","La Rioja","La Rioja","Atestados policiales - con denuncia familiar","7.0"
"Año 2013","La Rioja","La Rioja","Atestados policiales - por intervención directa policial","115.0"
"Año 2013","La Rioja","La Rioja","Parte de lesiones","11.0"
"Año 2013","La Rioja","La Rioja","Servicios asistencia-Terceros  en general","2.0"
"Año 2013","Ceuta","Ceuta","Presentada directamente por victima","11.0"
"Año 2013","Ceuta","Ceuta","Presentada directamente por familiares","3.0"
"Año 2013","Ceuta","Ceuta","Atestados policiales - con denuncia victima","208.0"
"Año 2013","Ceuta","Ceuta","Atestados policiales - con denuncia familiar","7.0"
"Año 2013","Ceuta","Ceuta","Atestados policiales - por intervención directa policial","19.0"
"Año 2013","Ceuta","Ceuta","Parte de lesiones","14.0"
"Año 2013","Ceuta","Ceuta","Servicios asistencia-Terceros  en general","7.0"
"Año 2013","Melilla","Melilla","Presentada directamente por victima","15.0"
"Año 2013","Melilla","Melilla","Presentada directamente por familiares","0.0"
"Año 2013","Melilla","Melilla","Atestados policiales - con denuncia victima","211.0"
"Año 2013","Melilla","Melilla","Atestados policiales - con denuncia familiar","0.0"
"Año 2013","Melilla","Melilla","Atestados policiales - por intervención directa policial","46.0"
"Año 2013","Melilla","Melilla","Parte de lesiones","36.0"
"Año 2013","Melilla","Melilla","Servicios asistencia-Terceros  en general","3.0"
"Año 2014","Andalucía","Almería","Presentada directamente por victima","47.0"
"Año 2014","Andalucía","Almería","Presentada directamente por familiares","3.0"
"Año 2014","Andalucía","Almería","Atestados policiales - con denuncia victima","1571.0"
"Año 2014","Andalucía","Almería","Atestados policiales - con denuncia familiar","4.0"
"Año 2014","Andalucía","Almería","Atestados policiales - por intervención directa policial","101.0"
"Año 2014","Andalucía","Almería","Parte de lesiones","345.0"
"Año 2014","Andalucía","Almería","Servicios asistencia-Terceros  en general","13.0"
"Año 2014","Andalucía","Cádiz","Presentada directamente por victima","369.0"
"Año 2014","Andalucía","Cádiz","Presentada directamente por familiares","8.0"
"Año 2014","Andalucía","Cádiz","Atestados policiales - con denuncia victima","2414.0"
